0,2,3,4,5,6
4611,411,깨소금,약간,3060003,양념
4606,411,후춧가루,약간,3060003,양념
4607,411,국간장,2큰술,3060003,양념
4608,411,설탕,1작은술,3060003,양념
4609,411,다진파,1/2큰술,3060003,양념
4610,411,다진마늘,약간,3060003,양념
4605,411,소금,약간,3060003,양념
4594,410,설탕,1/2컵,3060003,양념
4595,410,계핏가루,1/2큰술,3060003,양념
4593,410,양파,5개,3060001,주재료
4597,410,만두피,30장,3060001,주재료
4598,410,식용유,적당량,3060002,부재료
4596,410,물,1/2컵,3060003,양념
4579,409,닭,300g,3060001,주재료
4580,409,간장,3큰술,3060003,양념
4581,409,계란,1/2개,3060002,부재료
4582,409,녹말,4큰술,3060002,부재료
4583,409,튀김가루,1큰술,3060002,부재료
4584,409,마늘,1쪽,3060003,양념
4592,409,참기름,약간,3060003,양념
4586,409,마른고추,2개,3060003,양념
4587,409,표고버섯,1개,3060002,부재료
4588,409,피망,1/2개,3060002,부재료
4589,409,고춧기름,3큰술,3060003,양념
4590,409,청주,2큰술,3060003,양념
4591,409,육수,2/3컵,3060003,양념
4585,409,대파,1뿌리,3060003,양념
4574,408,단호박,1/2개,3060001,주재료
4575,408,황설탕,1큰술,3060003,양념
4578,408,후춧가루,약간,3060003,양념
4577,408,소금,약간,3060003,양념
4576,408,버터,약간,3060003,양념
4562,407,돼지고기,200g,3060001,주재료
4563,407,고추장,2큰술,3060003,양념
4564,407,고춧가루,2큰술,3060003,양념
4565,407,간장,1/2큰술,3060003,양념
4566,407,미림,25g,3060003,양념
4573,407,후춧가루,약간,3060003,양념
4568,407,다진마늘,약간,3060003,양념
4569,407,설탕,1/2큰술,3060003,양념
4570,407,물엿,1작은술,3060003,양념
4571,407,깨소금,약간,3060003,양념
4572,407,참기름,약간,3060003,양념
4567,407,다진파,약간,3060003,양념
4557,406,녹두,1컵,3060001,주재료
4558,406,쌀,2컵,3060001,주재료
4561,406,설탕,약간,3060003,양념
4560,406,소금,약간,3060003,양념
4559,406,물,14컵,3060002,부재료
4544,405,꽃게,3마리,3060001,주재료
4545,405,간장,2컵,3060002,부재료
4546,405,물,1컵,3060002,부재료
4547,405,생강,1개,3060002,부재료
4548,405,마늘,12쪽,3060002,부재료
4549,405,청고추,4개,3060003,양념
4556,405,설탕,1큰술,3060003,양념
4551,405,채썬마늘,4큰술,3060003,양념
4552,405,채썬생강,2큰술,3060003,양념
4553,405,고춧가루,1큰술,3060003,양념
4554,405,참기름,1큰술,3060003,양념
4555,405,깨소금,약간,3060003,양념
4550,405,다진파,4큰술,3060003,양념
4530,404,맛조개,6개,3060001,주재료
4529,404,새우,3마리,3060001,주재료
4532,404,당근,15g,3060002,부재료
4533,404,팽이버섯,20g,3060002,부재료
4534,404,표고버섯,1개,3060002,부재료
4535,404,미나리,10g,3060002,부재료
4536,404,곤약,15g,3060002,부재료
4537,404,다시마,약간,3060003,양념
4538,404,가쓰오브시,약간,3060003,양념
4539,404,소금,약간,3060003,양념
4540,404,청주,약간,3060003,양념
4541,404,폰즈소스,약간,3060003,양념
4542,404,와사비소스,약간,3060003,양념
4543,404,깨소스,약간,3060003,양념
4531,404,낙지,12g,3060001,주재료
4515,403,밀가루,1컵,3060001,주재료
4516,403,쇠고기,200g,3060001,주재료
4517,403,간장,2큰술,3060003,양념
4518,403,설탕,2큰술,3060003,양념
4519,403,참기름,약간,3060003,양념
4520,403,깨소금,약간,3060003,양념
4528,403,케첩,2큰술,3060003,양념
4522,403,양파,1/2개,3060002,부재료
4523,403,튀김기름,적당량,3060002,부재료
4524,403,계란,1개,3060002,부재료
4525,403,치자,약간,3060002,부재료
4526,403,마늘,1쪽,3060003,양념
4527,403,피망,20g,3060003,양념
4521,403,후춧가루,약간,3060003,양념
4500,402,라면,1개,3060001,주재료
4514,402,겨자,1/2큰술,3060003,양념
4502,402,계란,1개,3060002,부재료
4503,402,꽃상추,3장,3060002,부재료
4504,402,깻잎,5장,3060002,부재료
4505,402,치커리,약간,3060002,부재료
4506,402,양파,1/2개,3060002,부재료
4507,402,고추장,1큰술,3060003,양념
4508,402,간장,1/2큰술,3060003,양념
4509,402,식초,1큰술,3060003,양념
4510,402,설탕,1큰술,3060003,양념
4511,402,깨소금,약간,3060003,양념
4512,402,후춧가루,약간,3060003,양념
4513,402,마늘,약간,3060003,양념
4501,402,쇠고기,100g,3060001,주재료
4488,401,부추,1/4단,3060001,주재료
4489,401,돼지고기,100g,3060001,주재료
4490,401,양파,1개,3060002,부재료
4491,401,청고추,1개,3060002,부재료
4492,401,다진마늘,1큰술,3060003,양념
4499,401,홍고추,1개,3060002,부재료
4494,401,청정원굴소스,1과1/2큰술,3060003,양념
4495,401,소금,약간,3060003,양념
4496,401,참기름,약간,3060003,양념
4497,401,깨소금,약간,3060003,양념
4498,401,식용유,약간,3060003,양념
4493,401,다진생강,1작은술,3060003,양념
4474,400,오징어,1마리,3060001,주재료
4475,400,양파,1/2개,3060002,부재료
4476,400,홍고추,1/2개,3060002,부재료
4477,400,양배추,1/4통,3060002,부재료
4478,400,당근,20g,3060002,부재료
4479,400,고추장,1큰술,3060003,양념
4487,400,참기름,약간,3060003,양념
4481,400,간장,1큰술,3060003,양념
4482,400,설탕,2/3큰술,3060003,양념
4483,400,다진파,약간,3060003,양념
4484,400,다진마늘,약간,3060003,양념
4485,400,깨소금,약간,3060003,양념
4486,400,후춧가루,약간,3060003,양념
4480,400,고춧가루,1큰술,3060003,양념
4463,399,김치,1/4포기,3060001,주재료
4464,399,참치,1캔,3060001,주재료
4465,399,양파,1/2개,3060002,부재료
4466,399,대파,1뿌리,3060002,부재료
4467,399,홍고추,1/2개,3060002,부재료
4473,399,청고추,1/2개,3060002,부재료
4469,399,두부,1/4모,3060002,부재료
4470,399,고춧가루,1작은술,3060003,양념
4471,399,소금,약간,3060003,양념
4472,399,참기름,약간,3060003,양념
4468,399,팽이버섯,1/2봉지,3060002,부재료
4456,398,바게트,6쪽,3060001,주재료
4457,398,훈제연어,6쪽,3060001,주재료
4458,398,상추,6장,3060002,부재료
4462,398,사워크림,약간,3060002,부재료
4460,398,땅콩버터,약간,3060003,양념
4461,398,체리알,약간,3060002,부재료
4459,398,머스터드,약간,3060003,양념
4444,397,가래떡,250g,3060001,주재료
4445,397,쇠고기,100g,3060001,주재료
4446,397,마늘,1쪽,3060003,양념
4447,397,브로콜리,40g,3060002,부재료
4448,397,고추장,2큰술,3060003,양념
4455,397,참기름,약간,3060003,양념
4450,397,설탕,1큰술,3060003,양념
4451,397,간장,1/2큰술,3060003,양념
4452,397,후춧가루,약간,3060003,양념
4453,397,깨소금,약간,3060003,양념
4454,397,물,1/2컵,3060003,양념
4449,397,고춧가루,1/2작은술,3060003,양념
4426,396,오징어,1마리,3060001,주재료
4443,396,맛술,약간,3060003,양념
4428,396,모시조개,5개,3060001,주재료
4429,396,김치,30g,3060001,주재료
4430,396,대파,15g,3060002,부재료
4431,396,홍고추,1/2개,3060002,부재료
4432,396,쑥갓,약간,3060002,부재료
4433,396,다진마늘,약간,3060003,양념
4434,396,생강,약간,3060003,양념
4435,396,간장,1큰술,3060003,양념
4436,396,고춧가루,1큰술,3060003,양념
4437,396,소금,약간,3060003,양념
4438,396,후춧가루,약간,3060003,양념
4439,396,청고추,1개,3060002,부재료
4440,396,양파,1개,3060002,부재료
4441,396,호박,1개,3060002,부재료
4442,396,다진파,약간,3060003,양념
4427,396,두부,1/2모,3060001,주재료
4415,395,어묵,100g,3060001,주재료
4416,395,양파,1/4쪽,3060002,부재료
4417,395,피망,1/4쪽,3060002,부재료
4418,395,마늘,2쪽,3060003,양념
4419,395,고춧가루,1큰술,3060003,양념
4425,395,김치,50g,3060002,부재료
4421,395,설탕,1/2큰술,3060003,양념
4422,395,참기름,약간,3060003,양념
4423,395,깨소금,약간,3060003,양념
4424,395,식용유,약간,3060002,부재료
4420,395,간장,1/2큰술,3060003,양념
4403,394,닭,50g,3060001,주재료
4404,394,해파리,60g,3060001,주재료
4405,394,오이,1/2개,3060002,부재료
4406,394,홍고추,1/2개,3060002,부재료
4407,394,레몬,1/6쪽,3060002,부재료
4414,394,청고추,1/2개,3060002,부재료
4409,394,참기름,1작은술,3060003,양념
4410,394,간장,1작은술,3060003,양념
4411,394,설탕,2큰술,3060003,양념
4412,394,꿀,2큰술,3060003,양념
4413,394,소금,약간,3060003,양념
4408,394,식초,4큰술,3060003,양념
4391,393,골뱅이,1개,3060001,주재료
4392,393,표고버섯,2개,3060002,부재료
4393,393,양파,1개,3060002,부재료
4394,393,청피망,1/4개,3060002,부재료
4395,393,홍피망,1/4개,3060002,부재료
4396,393,마늘,2쪽,3060003,양념
4397,393,대파,약간,3060003,양념
4398,393,진간장,1큰술,3060003,양념
4399,393,깨소금,약간,3060003,양념
4400,393,참기름,약간,3060003,양념
4401,393,설탕,약간,3060003,양념
4402,393,녹말,2큰술,3060002,부재료
4376,392,가지,1개,3060001,주재료
4390,392,참기름,약간,3060003,양념
4378,392,소금,약간,3060003,양념
4379,392,간장,약간,3060003,양념
4380,392,설탕,약간,3060003,양념
4381,392,맛술,약간,3060003,양념
4382,392,깨소금,약간,3060003,양념
4383,392,머스터드,1/2큰술,3060003,양념
4384,392,마요네즈,2큰술,3060003,양념
4385,392,설탕,1/4큰술,3060003,양념
4386,392,밀가루,6큰술,3060002,부재료
4387,392,계란,1개,3060002,부재료
4388,392,빵가루,약간,3060002,부재료
4389,392,후춧가루,약간,3060003,양념
4377,392,돼지고기,150g,3060001,주재료
4367,391,김치,1/4포기,3060001,주재료
4368,391,홍합,1/2컵,3060001,주재료
4369,391,멸치,10마리,3060003,양념
4370,391,물,6컵,3060003,양념
4371,391,대파,1뿌리,3060002,부재료
4372,391,마늘,약간,3060003,양념
4373,391,고춧가루,1/2큰술,3060003,양념
4374,391,소금,약간,3060003,양념
4375,391,홍고추,1개,3060002,부재료
4355,390,마늘,5쪽,3060003,양념
4354,390,대파,10g,3060002,부재료
4357,390,고추기름,1큰술,3060003,양념
4358,390,간장,2큰술,3060003,양념
4359,390,청주,1큰술,3060003,양념
4360,390,육수,2/3컵,3060003,양념
4361,390,녹말,1큰술,3060002,부재료
4362,390,참기름,1큰술,3060003,양념
4363,390,홍고추,1개,3060002,부재료
4364,390,계란,1개,3060002,부재료
4365,390,다진파,약간,3060003,양념
4366,390,소금,약간,3060003,양념
4351,390,돼지고기,300g,3060001,주재료
4352,390,표고버섯,2개,3060002,부재료
4353,390,피망,1/2개,3060002,부재료
4356,390,생강즙,약간,3060003,양념
4340,389,참치,1/2캔,3060001,주재료
4341,389,양파,15g,3060001,주재료
4342,389,당근,10g,3060001,주재료
4343,389,오이,20g,3060001,주재료
4344,389,양상추,40g,3060001,주재료
4350,389,적채,10g,3060002,부재료
4346,389,설탕,1/4큰술,3060003,양념
4347,389,소금,약간,3060003,양념
4348,389,머스터드,약간,3060003,양념
4349,389,토마토케첩,약간,3060003,양념
4345,389,마요네즈,2큰술,3060003,양념
4325,388,조기,1마리,3060001,주재료
4339,388,홍고추,2개,3060002,부재료
4327,388,감자,1개,3060002,부재료
4328,388,양파,1/2개,3060002,부재료
4329,388,물,1컵,3060002,부재료
4330,388,청고추,2개,3060002,부재료
4331,388,대파,1뿌리,3060003,양념
4332,388,마늘,5쪽,3060003,양념
4333,388,고추장,3큰술,3060003,양념
4334,388,고춧가루,1큰술,3060003,양념
4335,388,참기름,1큰술,3060003,양념
4336,388,생강즙,1작은술,3060003,양념
4337,388,소금,약간,3060003,양념
4338,388,후춧가루,약간,3060003,양념
4326,388,무,150g,3060002,부재료
4306,387,밀가루,1컵,3060001,주재료
4324,387,설탕,약간,3060003,양념
4308,387,계란,2개,3060002,부재료
4309,387,실파,1컵,3060001,주재료
4310,387,쇠고기,100g,3060002,부재료
4311,387,굴,50g,3060002,부재료
4312,387,홍합,100g,3060002,부재료
4313,387,조갯살,100g,3060002,부재료
4314,387,잔새우,100g,3060002,부재료
4315,387,다진마늘,1큰술,3060003,양념
4316,387,식용유,약간,3060003,양념
4317,387,다진파,1큰술,3060003,양념
4318,387,소금,약간,3060003,양념
4319,387,후춧가루,약간,3060003,양념
4320,387,깨소금,약간,3060003,양념
4321,387,참기름,약간,3060003,양념
4322,387,고춧가루,약간,3060003,양념
4323,387,식초,약간,3060003,양념
4307,387,쌀가루,3큰술,3060001,주재료
4292,386,표고버섯,20g,3060001,주재료
4293,386,느타리버섯,30g,3060001,주재료
4294,386,송이버섯,30g,3060001,주재료
4295,386,양파,30g,3060002,부재료
4296,386,감자,30g,3060002,부재료
4297,386,호박,20g,3060002,부재료
4305,386,후춧가루,약간,3060003,양념
4299,386,쇠고기,30g,3060001,주재료
4300,386,칼국수,50g,3060001,주재료
4301,386,국간장,3큰술,3060003,양념
4302,386,고춧가루,5큰술,3060003,양념
4303,386,마늘,1큰술,3060003,양념
4304,386,소금,약간,3060003,양념
4298,386,쑥갓,10g,3060002,부재료
4291,385,다진파,2작은술,3060003,양념
4281,385,우묵,100g,3060001,주재료
4282,385,오이,1/4토막,3060002,부재료
4283,385,다시마,1장,3060002,부재료
4284,385,멸치,5개,3060002,부재료
4290,385,다진마늘,1작은술,3060003,양념
4286,385,참기름,약간,3060003,양념
4287,385,깨소금,약간,3060003,양념
4288,385,고춧가루,약간,3060003,양념
4289,385,설탕,1작은술,3060003,양념
4285,385,간장,3큰술,3060003,양념
4277,384,흰콩,2컵,3060001,주재료
4280,384,소금,약간,3060003,양념
4279,384,간수,5큰술,3060002,부재료
4278,384,물,3컵,3060002,부재료
4262,383,밥,3공기,3060001,주재료
4276,383,참기름,약간,3060002,부재료
4264,383,돼지고기,200g,3060001,주재료
4265,383,청고추,1개,3060002,부재료
4266,383,대파,1뿌리,3060002,부재료
4267,383,다진마늘,약간,3060003,양념
4268,383,다진생강,약간,3060003,양념
4269,383,두반장,2큰술,3060003,양념
4270,383,고추기름,1큰술,3060003,양념
4271,383,간장,2큰술,3060003,양념
4272,383,맛술,1큰술,3060003,양념
4273,383,녹말물,50g,3060002,부재료
4274,383,설탕,약간,3060003,양념
4275,383,홍고추,1개,3060002,부재료
4263,383,두부,1모,3060001,주재료
4254,382,쌀,2컵,3060001,주재료
4255,382,물,2컵,3060002,부재료
4256,382,대추,6알,3060001,주재료
4261,382,소금,약간,3060003,양념
4258,382,은행,6알,3060001,주재료
4259,382,느타리버섯,60g,3060001,주재료
4260,382,스위트콘,1캔,3060001,주재료
4257,382,밤,3톨,3060001,주재료
4240,381,오징어,1마리,3060001,주재료
4241,381,돼지고기,200g,3060001,주재료
4242,381,옥수수통조림,1/2캔,3060002,부재료
4243,381,양파,1개,3060002,부재료
4244,381,실파,3뿌리,3060002,부재료
4245,381,고추장,5큰술,3060003,양념
4253,381,홍고추,1/2개,3060002,부재료
4247,381,설탕,1큰술,3060003,양념
4248,381,다진마늘,약간,3060003,양념
4249,381,다진생강,약간,3060003,양념
4250,381,물엿,3큰술,3060003,양념
4251,381,참기름,약간,3060003,양념
4252,381,청고추,1/2개,3060002,부재료
4246,381,미림,1큰술,3060003,양념
4227,380,우동면,1개,3060001,주재료
4239,380,후춧가루,약간,3060003,양념
4229,380,핫소스,2큰술,3060003,양념
4230,380,간장,2큰술,3060003,양념
4231,380,청주,3큰술,3060003,양념
4232,380,참기름,2큰술,3060003,양념
4220,380,양배추,20g,3060002,부재료
4221,380,양파,1/4개,3060002,부재료
4222,380,숙주나물,10g,3060002,부재료
4223,380,표고버섯,1개,3060002,부재료
4224,380,피망,1/2개,3060002,부재료
4225,380,팽이버섯,1/2개,3060002,부재료
4226,380,마늘,1개,3060003,양념
4233,380,햄,70g,3060002,부재료
4234,380,죽순,약간,3060002,부재료
4235,380,대파,약간,3060002,부재료
4236,380,식용유,약간,3060002,부재료
4237,380,토마토케첩,2큰술,3060003,양념
4238,380,설탕,2작은술,3060003,양념
4228,380,굴소스,2큰술,3060003,양념
4200,379,돼지고기,200g,3060001,주재료
4219,379,마늘,3쪽,3060003,양념
4202,379,우유,1/2컵,3060002,부재료
4203,379,빵가루,1/2컵,3060002,부재료
4204,379,계란,1개,3060002,부재료
4205,379,정종,1큰술,3060003,양념
4206,379,샐러리,1대,3060003,양념
4207,379,돈까스소스,500g,3060003,양념
4208,379,우스터소스,800g,3060003,양념
4209,379,토마토케첩,450g,3060003,양념
4210,379,버터,2큰술,3060003,양념
4211,379,꿀,5큰술,3060003,양념
4212,379,미림,3큰술,3060003,양념
4213,379,사과,1개,3060003,양념
4214,379,양파,1개,3060003,양념
4215,379,바나나,2개,3060003,양념
4216,379,타바스코,2큰술,3060003,양념
4217,379,겨자,4작은술,3060003,양념
4218,379,밥,1공기,3060001,주재료
4201,379,밀가루,1/2컵,3060002,부재료
4180,378,오징어,1/2마리,3060001,주재료
4199,378,바질,약간,3060003,양념
4182,378,홍합,6개,3060001,주재료
4183,378,모시조개,4개,3060001,주재료
4184,378,동태살,10g,3060001,주재료
4185,378,꼴뚜기,3마리,3060001,주재료
4186,378,마늘,3쪽,3060003,양념
4187,378,양파,1/2개,3060002,부재료
4188,378,당근,1/8개,3060002,부재료
4189,378,샐러리,약간,3060002,부재료
4190,378,스파게티,150g,3060001,주재료
4191,378,토마토,1개,3060001,주재료
4192,378,토마토페이스트,4큰술,3060003,양념
4193,378,육수,200cc,3060003,양념
4194,378,월계수잎,1개,3060003,양념
4195,378,소금,약간,3060002,부재료
4196,378,후춧가루,약간,3060003,양념
4197,378,올리브오일,약간,3060003,양념
4198,378,파마산치즈,약간,3060003,양념
4181,378,새우,4마리,3060001,주재료
4173,377,장어,20g,3060001,주재료
4174,377,계란,5개,3060001,주재료
4175,377,소금,약간,3060003,양념
4179,377,식용유,약간,3060002,부재료
4177,377,미림,약간,3060003,양념
4178,377,다시마,약간,3060003,양념
4176,377,설탕,약간,3060003,양념
4163,376,장어,1/2마리,3060001,주재료
4164,376,초생강,20g,3060002,부재료
4165,376,산초가루,약간,3060003,양념
4166,376,밥,1공기,3060001,주재료
4172,376,장어뼈,약간,3060003,양념
4168,376,진간장,3큰술,3060003,양념
4169,376,정종,5큰술,3060003,양념
4170,376,설탕,2큰술,3060003,양념
4171,376,미림,2큰술,3060003,양념
4167,376,장어대리,3큰술,3060003,양념
4146,375,감자,1개,3060001,주재료
4162,375,참기름,약간,3060003,양념
4148,375,부추,약간,3060002,부재료
4149,375,밀가루,1/3컵,3060001,주재료
4150,375,물,약간,3060002,부재료
4151,375,소금,약간,3060003,양념
4152,375,식용유,약간,3060002,부재료
4153,375,깻잎,6장,3060001,주재료
4154,375,쇠고기,40g,3060002,부재료
4155,375,두부,20g,3060002,부재료
4156,375,표고버섯,1/4개,3060002,부재료
4157,375,계란,1개,3060002,부재료
4158,375,간장,2큰술,3060003,양념
4159,375,설탕,1큰술,3060003,양념
4160,375,다진파,1큰술,3060003,양념
4161,375,다진마늘,1작은술,3060003,양념
4147,375,양파,1개,3060001,주재료
4133,374,해초,60g,3060001,주재료
4134,374,미역,30g,3060001,주재료
4135,374,오징어,1/4마리,3060002,부재료
4136,374,새우,2마리,3060002,부재료
4137,374,간장,2큰술,3060003,양념
4138,374,식용유,반컵,3060003,양념
4145,374,흰후춧가루,약간,3060003,양념
4140,374,양파,1/4개,3060003,양념
4141,374,당근,1/4개,3060003,양념
4142,374,사과,1/4개,3060003,양념
4143,374,마늘,1작은술,3060003,양념
4144,374,레몬,약간,3060003,양념
4139,374,식초,2큰술,3060003,양념
4116,373,꽃게,2마리,3060001,주재료
4132,373,청고추,1개,3060002,부재료
4118,373,맛살조개,40g,3060001,주재료
4119,373,오징어,1/2마리,3060001,주재료
4120,373,애호박,1/2개,3060002,부재료
4121,373,무,1/4개,3060002,부재료
4122,373,팽이버섯,1/2봉,3060002,부재료
4123,373,홍고추,1개,3060002,부재료
4124,373,대파,1/2뿌리,3060002,부재료
4125,373,고추장,2큰술,3060003,양념
4126,373,고춧가루,2큰술,3060003,양념
4127,373,마늘,1/2큰술,3060003,양념
4128,373,국간장,1큰술,3060003,양념
4129,373,생강,1/2작은술,3060003,양념
4130,373,소금,약간,3060003,양념
4131,373,후춧가루,약간,3060003,양념
4117,373,바지락,30g,3060001,주재료
4106,372,쇠고기,30g,3060001,주재료
4107,372,느타리버섯,15g,3060002,부재료
4108,372,표고버섯,15g,3060002,부재료
4109,372,팽이버섯,15g,3060002,부재료
4115,372,계란,1개,3060002,부재료
4111,372,다시마국물,5큰술,3060003,양념
4112,372,간장,약간,3060003,양념
4113,372,설탕,약간,3060003,양념
4114,372,미림,약간,3060003,양념
4110,372,실파,1뿌리,3060002,부재료
4099,371,김,1/2장,3060002,부재료
4100,371,와사비,약간,3060003,양념
4101,371,대파,약간,3060002,부재료
4105,371,설탕,40g,3060003,양념
4103,371,조미술,1컵,3060003,양념
4104,371,가쓰오브시국물,7컵,3060003,양념
4098,371,메밀국수,150g,3060001,주재료
4102,371,진간장,1컵,3060003,양념
4085,370,쇠고기,250g,3060001,주재료
4086,370,배추,50g,3060002,부재료
4087,370,당근,20g,3060002,부재료
4088,370,무,20g,3060002,부재료
4089,370,팽이버섯,20g,3060002,부재료
4090,370,표고버섯,1개,3060002,부재료
4097,370,쑥갓,약간,3060002,부재료
4092,370,다시마,20g,3060003,양념
4093,370,국물용멸치,20g,3060003,양념
4094,370,대파,1/3뿌리,3060002,부재료
4095,370,가래떡,20g,3060002,부재료
4096,370,죽순,30g,3060002,부재료
4091,370,두부,1/8모,3060002,부재료
4076,369,쇠고기스톡,3컵,3060002,부재료
4077,369,토마토페이스트,1과1/2큰술,3060003,양념
4078,369,버터,1/2큰술,3060002,부재료
4079,369,당근,1/4개,3060001,주재료
4084,369,파슬리가루,약간,3060003,양념
4081,369,샐러리,1/3대,3060001,주재료
4082,369,피망,1개,3060001,주재료
4083,369,무,20g,3060001,주재료
4080,369,양파,1/2개,3060001,주재료
4064,368,게살,20g,3060001,주재료
4065,368,새우,10g,3060001,주재료
4066,368,두부,50g,3060002,부재료
4067,368,흰살생선,20g,3060001,주재료
4068,368,오징어,20g,3060001,주재료
4075,368,미원,약간,3060001,주재료
4070,368,육수,120g,3060002,부재료
4071,368,계란흰자,1개,3060002,부재료
4072,368,소금,약간,3060003,양념
4073,368,정종,약간,3060003,양념
4074,368,참기름,약간,3060003,양념
4069,368,전분,30g,3060002,부재료
4049,367,새우,12마리,3060001,주재료
4063,367,참기름,1작은술,3060003,양념
4051,367,계란,1개,3060002,부재료
4052,367,식용유,약간,3060002,부재료
4053,367,양파,1/2개,3060002,부재료
4054,367,마늘,1쪽,3060002,부재료
4055,367,청고추,1개,3060002,부재료
4056,367,홍고추,1개,3060002,부재료
4057,367,대파,1/2뿌리,3060002,부재료
4058,367,생강,1쪽,3060002,부재료
4059,367,간장,1큰술,3060003,양념
4060,367,식초,1큰술,3060003,양념
4061,367,육수,1큰술,3060003,양념
4062,367,후춧가루,약간,3060003,양념
4050,367,녹말,1/2컵,3060002,부재료
4042,366,연어알,60g,3060001,주재료
4043,366,밥,2공기,3060001,주재료
4044,366,와사비,약간,3060002,부재료
4048,366,소금,1/4큰술,3060003,양념
4046,366,식초,1과1/2큰술,3060003,양념
4047,366,설탕,2/3큰술,3060003,양념
4045,366,김,2장,3060002,부재료
4035,365,미나리,6줄기,3060002,부재료
4036,365,팽이버섯,30g,3060002,부재료
4037,365,계란,2개,3060002,부재료
4038,365,가쓰오브시국물,14큰술,3060003,양념
4041,365,미림,2작은술,3060003,양념
4040,365,설탕,2큰술,3060003,양념
4032,365,밥,2공기,3060001,주재료
4033,365,쇠고기,60g,3060001,주재료
4034,365,양파,1/2개,3060002,부재료
4039,365,간장,4큰술,3060003,양념
4024,364,콩나물,40g,3060001,주재료
4025,364,미나리,3줄기,3060001,주재료
4026,364,고춧가루,1큰술,3060003,양념
4031,364,다진마늘,약간,3060003,양념
4028,364,참기름,약간,3060003,양념
4029,364,깨소금,약간,3060003,양념
4030,364,다진파,약간,3060003,양념
4027,364,소금,약간,3060003,양념
4014,363,냉동만두,1/2봉지,3060001,주재료
4015,363,양상추,3잎,3060001,주재료
4016,363,오이,1/3개,3060002,부재료
4017,363,양파,1/2개,3060002,부재료
4023,363,마요네즈,1큰술,3060003,양념
4019,363,토마토,1개,3060002,부재료
4020,363,머스터드,2큰술,3060003,양념
4021,363,꿀,1큰술,3060003,양념
4022,363,식초,1/2큰술,3060003,양념
4018,363,올리브,5개,3060002,부재료
4007,362,찹쌀가루,160g,3060001,주재료
4008,362,소금,약간,3060003,양념
4009,362,대추,2알,3060002,부재료
4013,362,물,3큰술,3060003,양념
4011,362,식용유,적당량,3060002,부재료
4012,362,설탕,3큰술,3060003,양념
4010,362,쑥갓,약간,3060002,부재료
3999,361,무,2011-01-02,3060001,주재료
4000,361,미나리,10줄기,3060002,부재료
4001,361,배,2011-01-03,3060002,부재료
4006,361,식초,1큰술,3060003,양념
4003,361,생강,약간,3060002,부재료
4004,361,소금,1큰술,3060003,양념
4005,361,설탕,1큰술,3060003,양념
4002,361,당근,1/4개,3060002,부재료
3986,360,찹쌀,40g,3060001,주재료
3987,360,팥,20g,3060002,부재료
3988,360,수수,30g,3060002,부재료
3989,360,쌀,40g,3060001,주재료
3990,360,쇠고기,20g,3060002,부재료
3991,360,김,1장,3060002,부재료
3998,360,콩,30g,3060002,부재료
3993,360,간장,약간,3060003,양념
3994,360,참기름,약간,3060003,양념
3995,360,후춧가루,약간,3060003,양념
3996,360,깨소금,약간,3060003,양념
3997,360,조,30g,3060002,부재료
3992,360,미나리,2줄기,3060002,부재료
3972,359,게살,50g,3060002,부재료
3973,359,오이,20g,3060002,부재료
3974,359,아보카도,1/2개,3060002,부재료
3975,359,계란,1개,3060002,부재료
3976,359,박고지,1줄기,3060002,부재료
3977,359,날치알,3큰술,3060002,부재료
3985,359,초생강,약간,3060002,부재료
3979,359,통깨,약간,3060003,양념
3980,359,밥,1그릇,3060001,주재료
3981,359,식초,1과1/2큰술,3060003,양념
3982,359,설탕,2/3큰술,3060003,양념
3983,359,소금,1/4큰술,3060003,양념
3984,359,단무지,약간,3060002,부재료
3978,359,김,1장,3060001,주재료
3971,358,소금,1/4큰술,3060003,양념
3964,358,김,5장,3060001,주재료
3965,358,계란노른자,3개,3060002,부재료
3970,358,설탕,2/3큰술,3060003,양념
3967,358,파슬리,2큰술,3060003,양념
3968,358,밥,1공기,3060001,주재료
3969,358,식초,1과1/2큰술,3060003,양념
3966,358,오보로,2큰술,3060002,부재료
3953,357,페투치네,200g,3060001,주재료
3954,357,베이컨,120g,3060001,주재료
3955,357,양파,1/2개,3060002,부재료
3956,357,생크림,100cc,3060002,부재료
3957,357,계란노른자,2개,3060002,부재료
3963,357,오레가노,약간,3060003,양념
3959,357,올리브오일,약간,3060002,부재료
3960,357,소금,약간,3060003,양념
3961,357,흰후추,약간,3060003,양념
3962,357,바질,약간,3060003,양념
3958,357,마늘,2쪽,3060003,양념
3943,356,돼지고기,600g,3060001,주재료
3944,356,양파,15g,3060002,부재료
3945,356,당근,10g,3060002,부재료
3946,356,깻잎,15g,3060002,부재료
3952,356,대파,1뿌리,3060002,부재료
3948,356,설탕,약간,3060003,양념
3949,356,소금,약간,3060003,양념
3950,356,식초,약간,3060003,양념
3951,356,통후추,약간,3060003,양념
3947,356,양겨자,1큰술,3060003,양념
3936,355,쌀,1컵,3060001,주재료
3937,355,시금치,30g,3060001,주재료
3938,355,일본된장,1큰술,3060003,양념
3942,355,가쓰오브시,약간,3060003,양념
3940,355,쇠고기,15g,3060002,부재료
3941,355,참기름,약간,3060003,양념
3939,355,다시마,1장,3060003,양념
3930,354,고구마,2개,3060001,주재료
3931,354,생크림,1/3컵,3060002,부재료
3935,354,파슬리가루,약간,3060003,양념
3933,354,소금,약간,3060003,양념
